hotel_id,target_date,segment,performance,recommendation,current_price,recommended_price,current_revpar,expected_revpar,peer_median_price,best_peer_price,best_peer_revpar,elasticity_used,reasoning,confidence,n_peers
18552,2024-06-15,resort_coastal,underperforming,RAISE,90.4606227106227,157.94,72.57,104.05,124.35,157.94,2933.21,-0.24,Hotel is underpriced vs best peer. Raise to €158.,high,9
14910,2024-06-15,major_metro,underperforming,LOWER,93.68496471783118,60.86,18.53,15.25,87.25,60.86,813.6,-0.761,Hotel is overpriced vs best peer. Lower to €61.,high,8
11667,2024-06-15,resort_coastal,underperforming,INVESTIGATE,101.48268180959253,101.48,14.33,14.33,142.77,94.89,1464.03,-0.445,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,medium,9
12345,2024-06-15,major_metro,on_par,HOLD,134.245747814093,134.25,415.07,415.07,119.0,117.23,1055.1,-0.41,Hotel is performing on par with peers. Minor adjustments optional.,medium,7
13440,2024-06-15,urban_core,underperforming,LOWER,132.51023670882495,89.72,33.17,29.64,75.02,89.72,319.38,-0.991,Hotel is overpriced vs best peer. Lower to €90.,medium,6
12452,2024-06-15,resort_coastal,underperforming,INVESTIGATE,111.335,111.34,17.5,17.5,134.3,119.56,3433.09,-0.445,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,medium,7
12933,2024-06-15,urban_fringe,underperforming,RAISE,93.9294342948718,200.9,34.66,35.63,156.33,200.9,8581.1,-0.456,Hotel is underpriced vs best peer. Raise to €201.,high,8
15217,2024-06-15,urban_core,underperforming,RAISE,98.60390170940171,181.61,39.01,18.54,146.03,181.61,7705.56,-0.881,Hotel is underpriced vs best peer. Raise to €182.,high,9
11052,2024-06-15,small_town,underperforming,RAISE,143.13089008214007,239.65,154.14,187.9,178.9,239.65,39507.92,-0.403,Hotel is underpriced vs best peer. Raise to €240.,high,9
9982,2024-06-15,provincial_city,underperforming,RAISE,49.987108471030886,108.7,10.81,5.43,69.04,108.7,1521.75,-1.103,Hotel is underpriced vs best peer. Raise to €109.,medium,5
7676,2024-06-15,major_metro,underperforming,LOWER,168.69355097680096,104.0,146.45,98.8,125.0,104.0,6819.46,-0.41,Hotel is overpriced vs best peer. Lower to €104.,high,8
14783,2024-06-15,urban_core,underperforming,LOWER,155.27582175925926,120.6,19.41,18.41,95.0,120.6,1297.07,-0.991,Hotel is overpriced vs best peer. Lower to €121.,medium,7
15310,2024-06-15,urban_fringe,underperforming,LOWER,171.25074072455322,120.6,23.3,18.81,119.11,120.6,1297.07,-0.496,Hotel is overpriced vs best peer. Lower to €121.,high,8
5912,2024-06-15,provincial_city,underperforming,LOWER,239.8247403628118,130.5,178.64,123.52,521.7,130.5,5890.95,-0.594,Hotel is overpriced vs best peer. Lower to €130.,high,10
10758,2024-06-15,urban_fringe,underperforming,INVESTIGATE,81.24486224364607,81.24,15.2,15.2,93.22,75.4,492.99,-0.496,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,medium,7
9745,2024-06-15,small_town,underperforming,RAISE,65.09515972222222,79.9,8.3,8.46,69.04,79.9,515.57,-0.749,Hotel is underpriced vs best peer. Raise to €80.,medium,7
21012,2024-06-15,urban_fringe,underperforming,RAISE,113.68203703703703,565.65,48.72,28.28,313.34,565.65,4605.98,-0.422,Hotel is underpriced vs best peer. Raise to €566.,medium,6
14355,2024-06-15,coastal_town,underperforming,LOWER,196.97753707758406,149.88,12.35,11.38,81.5,149.88,1117.68,-0.883,Hotel is overpriced vs best peer. Lower to €150.,high,10
12592,2024-06-15,urban_fringe,underperforming,LOWER,190.035749349453,101.94,81.86,52.48,84.39,101.94,2048.41,-0.421,Hotel is overpriced vs best peer. Lower to €102.,medium,7
13120,2024-06-15,resort_coastal,new_hotel,SET,,234.48,,70.34,234.48,159.95,7289.17,-0.445,New hotel. Start at peer median €234.,low,9
24071,2024-06-15,urban_core,underperforming,RAISE,72.93766967029333,113.88,11.59,8.03,84.39,113.88,2321.0,-0.991,Hotel is underpriced vs best peer. Raise to €114.,medium,7
12454,2024-06-15,rural,underperforming,RAISE,114.6,156.95,22.92,24.46,100.2,156.95,1614.38,-0.597,Hotel is underpriced vs best peer. Raise to €157.,low,9
14714,2024-06-15,small_town,underperforming,LOWER,155.17954478458051,133.08,76.01,70.61,118.0,133.08,7395.23,-0.585,Hotel is overpriced vs best peer. Lower to €133.,high,9
14650,2024-06-15,small_town,underperforming,LOWER,463.7396326728827,216.6,43.32,28.31,102.67,216.6,4177.28,-0.749,Hotel is overpriced vs best peer. Lower to €217.,high,9
9319,2024-06-15,resort_coastal,underperforming,RAISE,119.52884353741494,281.37,101.23,160.99,169.73,281.37,3135.23,-0.24,Hotel is underpriced vs best peer. Raise to €281.,medium,7
9107,2024-06-15,rural,underperforming,RAISE,125.9837857142857,239.65,32.4,28.41,178.9,239.65,39507.92,-0.597,Hotel is underpriced vs best peer. Raise to €240.,low,9
14097,2024-06-15,rural,underperforming,LOWER,76.48116033272284,59.09,8.42,7.39,60.0,59.09,1135.87,-0.597,Hotel is overpriced vs best peer. Lower to €59.,high,8
10649,2024-06-15,rural,underperforming,RAISE,72.49447755675698,106.44,13.66,14.44,71.5,106.44,507.51,-0.597,Hotel is underpriced vs best peer. Raise to €106.,medium,7
6426,2024-06-15,urban_fringe,underperforming,RAISE,46.08069958343148,111.19,2.78,5.56,57.88,111.19,306.65,-0.496,Hotel is underpriced vs best peer. Raise to €111.,high,8
6056,2024-06-15,coastal_town,underperforming,LOWER,262.7476190476191,113.88,12.51,8.14,95.7,113.88,2321.0,-0.883,Hotel is overpriced vs best peer. Lower to €114.,low,7
9217,2024-06-15,rural,underperforming,LOWER,134.18258680555556,72.25,12.67,8.7,83.6,72.25,1543.11,-0.597,Hotel is overpriced vs best peer. Lower to €72.,medium,7
6727,2024-06-15,resort_coastal,underperforming,RAISE,92.5118611111111,169.57,13.22,15.25,132.0,169.57,9907.92,-0.445,Hotel is underpriced vs best peer. Raise to €170.,medium,9
13042,2024-06-15,resort_coastal,underperforming,LOWER,94.12414529914531,77.05,47.58,41.35,89.98,77.05,4689.31,-0.339,Hotel is overpriced vs best peer. Lower to €77.,medium,6
18405,2024-06-15,urban_core,underperforming,LOWER,137.33169642857143,111.32,98.09,87.55,70.75,111.32,9032.53,-0.533,Hotel is overpriced vs best peer. Lower to €111.,medium,8
8436,2024-06-15,resort_coastal,underperforming,LOWER,185.82,86.41,26.55,15.28,108.55,86.41,2999.56,-0.445,Hotel is overpriced vs best peer. Lower to €86.,low,4
